id,votes
1Lq3ghX6yzJ7MsWXDkgIGQ,0.277345
zulCqAo_XY9wAefJ58H9Fw,0.344575
ptm1X6ReMEYg1Y203KXkxQ,0.718620
JCCe3m0LK7dGGxO4ntoGLg,2.239305
CeOpuUly_s75QSuHKtfxng,0.855780
f_npHQr9DblCH634th98eg,0.931353
vbxsk-vbWpOlpx_hzVANzQ,0.552604
GGMxcqghneND0JUzgZo85A,0.569083
sGQe6moDXutDOSSK8h_1WQ,0.789892
SqN9ixz36WOnVemJ7YyzWg,1.533342
wSUIU6De7q4z-ofz_2L4gA,0.605500
FlNn8JKKAC59B6NL97-SSg,0.078832
LX6L_WKNQPmvY9UVDGmWCQ,0.829125
0Yv3LLiAE0vNkET_i5zMgw,1.520097
Wxf_QtNh3tG6VKVg6vkNYA,1.638176
-F87KP39UTIthblo0zPPHA,1.439886
Rj89qPo8leEW9fVNAtb3Ow,0.742832
wQ2ibGmY3uW13Cxt7B0AVA,0.615029
_01X19lpwdl2r7GzBcCSpA,0.544316
cykSQuOxQ7Tm0hRvplHWDA,0.261523
ZTb_jCK-Zbakttd-VoyUFA,-0.046520
a0o2nIHKB_q1WLsRKsCBMg,0.958954
RCEpA6SdpClNns63-VPFMQ,1.103416
CLR3NbnskwmVd2x4Zn4v8A,0.845422
eyDJW1m4XK1vqweRcznBew,4.591875
-42cCcq9_4tJLV3ZfHnHaA,2.550400
88n3EVZwhRYXkoJuelCfQA,0.287534
xRWtSmWF9nnT8HHzoe2ACg,0.814601
W86pCKcclp5c4g-9UI3oOw,0.957587
Kv2ynuWsD_B41BbpWbIl5A,0.344744
FMadPMGVn5nX1XOtJa7Jlw,1.177134
yx2cWLUwerGEL_MJJtsNcQ,1.060995
37256hOSwA0ZeeY_v_-K6Q,1.419164
Nx_ex15K7JlrGQ2taJvB8A,1.820192
Ijf3nKbh0Ob20G9ixAJ_MQ,1.386508
k0Y-ETFcLH8mvVmNx4iRhA,0.934353
kEzbOq36XgPv4tx10THhQw,0.435365
4f5LLGvMzjmXPlJx_Bvkuw,1.979180
UsXbqhPEF619mC8sYmCjsA,1.333786
lqIhjppJtkjG4TC4XjgHJw,0.759210
vu-ITWFoN0g0bL2ZuAJI-Q,-0.098386
beynuU-lRZtY99SP7s-zpA,0.471158
xCYL9nAJ6Z4PtBbNTN0O_w,1.003335
w1marIKYBSG1kJPfZFdh0w,0.298081
SjWQ3dIQeYvxukF2t6BIqw,0.473487
xnL2tU4ozCeTm0sDLcvNRg,0.880259
GczmuyZxSpN9oEXbl3E6IA,0.820313
tnr3Rymy2_5ZSfGXel4AVA,1.961696
DYjVRFHvuRRUjGN5FGmqoQ,1.189054
udXh9zE5Vg9xJ3RflapI3Q,1.351313
T1XvvY1AyGGGe_2dzhLrgw,0.867507
KV_4fHDTERKDx-pYiFSNTA,0.484939
jGwnlwuogwfJuH5Vh3hdXw,1.027565
Dj6K1i902X5A1v6FHrP-7Q,0.751759
u0TemrC0hcmr7UVwF6TjYA,0.662455
N5DBaZPINdNabw6fUFpXSA,1.358107
hIMJFxEMbjj1feaeeBi9sA,0.636628
XbYkL-UKbfFSefCkUIuMlA,0.706936
Fs9a1rRyqmqzf3xYVbIobA,2.006885
k7UsJ6Yk7iw6KvcpAzPboQ,0.377995
d_LiUlPzBatB5LJv_XbiQg,0.558226
w2DP4oM9GIH5EFu7WhNToA,-1.284001
MDhoCwcRZkQoX6KFQY2bBw,1.038787
gB4aM3Q8Cm6wumiubFLPNQ,0.951536
fECOZjTLV3p44bWrMxGQiw,0.529525
Bl0IDudk9THhgjTJRD5KNA,0.662094
FThLkhyn2GTHTppDQxPYww,1.683573
6q3lCdmrcxSd8BBgIPlpjA,1.893340
320FvbH91FtigNZOSFCVIw,0.477165
3QDUON5x79j17A5MOe58QQ,0.241996
39uZe3R2HHJJgNbEof0ymA,0.580157
XzLaOR65p89WKXehVjnR4Q,0.429856
XCsALFaCPApw_FGj7whjVw,1.538383
PvpUOOG_Qx6XMoOjTIrFWA,0.494121
jAyqvCXY7WOAUep8wt8_bg,0.853301
n0VhFIDJ1z4NEpRceu2OoQ,1.616781
mVgvXzV4NgZekgKtI-qVVA,0.475835
cT4dfEVExCn2jl697eyjrA,-0.013462
XVtGSiE1IgungStp51072Q,0.845826
RAes7uYf1ciuuTmIx7_FxA,1.651138
PeRnT-8yUl7vRJboQNiLKQ,0.531852
q7a1im5SuXT_mL_rGR0-LQ,0.261179
ESqd0kCOyKQYgBAxvfTZ_A,0.674624
Dsq4b5pWC_F7iWY5zt1ohg,4.684727
6pHMzZYVkvDU5dV0D4tIHA,0.913323
lV7A6r0koafVgcqvTPJt_A,1.021378
9N0pNeUvWzkJeq4DX7IOXg,1.537491
HAbgUCQC5HGBjrJniIMOGQ,0.186564
_GIzYGNlaMLjucToAQ8icA,0.532967
RMInE3ffU4rQIzlwbRZ8Uw,2.464956
QPPER0DPfrTTQCoj1vMd1g,0.891480
SzYY5ST8JDA_MpqTDm5rxQ,1.955938
Eo-fQsfq5ZGLZrCdO08RYA,0.379341
3dKcM690oTULHquGS9FcSg,0.685126
q3uNdyRE_07VpuTEw1n1pQ,1.339678
cO6--3vrYs72mfzwJYTJKA,0.689038
mi4af3szRDak-rGVEMiyHw,1.240611
rBYe9NNJVIhZJB-qevKS3w,0.890096
T2H1WEQjkCjnyeRTDvh9xw,0.780961
wCv4JHFTk_OY35GRMIk4Zw,1.342639
zhoXcL0F9Dau-w2VQYR8Qw,0.762023
eoIg1vJa9cFTnOT5n5hERA,1.759923
5sXe5EV0hswaVSDU6UORMg,-0.563776
SN7VTlhpr2oi9nGmKHWIig,0.714237
7jrEettSFjmVwWJQRmqHVg,1.350535
aER_1lEwaEzQPQhWOBWYeA,1.780570
SW3CEJUhl8Rin85A6RNfyQ,1.024117
HW2ZVimXh1k-K7DzjpRZgQ,0.992740
Z_GuKkOUM4vpRy-q82jnGA,1.113633
D6buhTj4Nle3bjvX6ONlMA,0.902084
ruTPOptWMGwUb3X_eHobwA,1.673886
x50eVVapwVrL8jieOn7Ypg,0.535959
aLLRqFCyADIodW3gwZbJLQ,3.826137
tyIqzAuvFxMRzhv1IfUEIA,-0.015184
cVZpK0aZkehhzaPeUa4mCA,1.150265
fqslB5_O78_CAuSHlE_-2Q,1.045540
4JSc8W-i81bPH7UCPG6aHg,0.967248
dkQCsRqEJ90GRG1GxI_rYw,0.762714
jhoDJXekUu-s8-t_murpYA,0.960071
SdG4gOWqmyKdq-Mb6m5c0Q,0.794454
q5eMw0XsQXu2a3aFHcONCg,0.963407
WbPHfwuoRKsAopRa865Jeg,0.897892
SWGegiJcZJLOF4gvjTqtLw,0.680182
cZEWoAYkxiby2a1u9sVGRQ,0.735587
2y9HqF2rzwTVo25tiwc03A,4.121433
a4CWYIP0wHCD7IIaODAQrg,0.544191
oX6G30VFK55L1jCz8Zg1JQ,1.239509
XvCjsnVlXgcmMOHlB8c_Zg,1.045214
PQnAG55JoqsD9XL0a-Un6Q,0.856798
yiSNGkeM5aKXXijTbgKQXg,0.619869
ej6FK6mUq360t3W2A-V5ZA,1.003531
uyM5LDvETveAP7uuE1QY3Q,0.223676
ZEEsfNxfIhpSyNrlmiTznQ,1.220070
LBvFj3gdjKJzoVR9sBggWQ,1.277722
-ZmodfQfum4qEt9-9SYceA,0.080750
1cCdnYWyD-1Wpd7upqgbuw,0.611151
2qnD-AtXqrNV8jis2QPd1w,0.675766
lDX_Mr3K_ycAAQGgtGN2bQ,0.970859
SC7mYx3Mh8RSwy7isHXudA,0.486787
pAgQVgHVIuOfX0UMtWwpqw,1.252473
1rqlHYXV57dj7LWzemk1og,1.482895
ANMNxm6VpiHG-oADDVZifA,0.031879
e9rtzn5VVDRv9ykW6IQ5-w,0.950593
fmN8ys1rjQ04kTwta2RHBw,1.554108
ONMmt2Gsw1tQ6Zk8DOwehg,0.195401
erwLExzTqMSeGkSFa9G8UQ,0.774140
